title,platform,genre,metascore,userscore,rating,developer
WWE 2K15,Xbox One,Action,56,5.7,T,Yuke's
WWE 2K15: NXT Arrival,Xbox One,Sports,No score yet,tbd,T,Yuke's
WWE 2K16,Xbox One,Action,72,5.7,T,Yuke's
WWE 2K17,Xbox One,Sports,72,6.2,T,Yuke's
Xbox Fitness,Xbox One,Miscellaneous,71,6.0,E,Sumo Digital
Xbox One,Xbox One,Hardware,No score yet,6.5,,Microsoft Game S
#KILLALLZOMBIES,PlayStation 4,Action,63,6.5,T,Beatshapers
10 Second Ninja X,PlayStation 4,Action,76,7.0,T,GameDesignDan
1001 Spikes,PlayStation 4,Action,78,6.7,T,Nicalis
100ft Robot Golf,PlayStation 4,Sports,54,6.4,E10+,No Goblin
101 Ways to Die,PlayStation 4,Action,60,5.0,T,4 Door Lemon
140,PlayStation 4,Action,72,tbd,E,Jeppe Carlsen
5 Star Wrestling: ReGenesis,PlayStation 4,Sports,No score yet,1.4,T,Serious Parody
7 Days to Die,PlayStation 4,Action,45,5.9,M,The Fun Pimps Entertainment LLC
A Bastard's Tale,PlayStation 4,Action,48,6.0,T,No Pest Productions
A Boy and His Blob,PlayStation 4,Action,66,7.3,E,Abstraction Games
A King's Tale: Final Fantasy XV,PlayStation 4,Action,No score yet,,,Square Enix
Aaru's Awakening,PlayStation 4,Action,59,1.8,E,Lumenox ehf
Absolute Drift: Zen Edition,PlayStation 4,Racing,78,6.8,E,Flippfly
Abyss Odyssey: Extended Dream Edition,PlayStation 4,Action Adventure,65,6.0,T,ACE Team
ABZU,PlayStation 4,Fantasy,77,7.6,E,Giant Squid
ACA NeoGeo: The King of Fighters '94,PlayStation 4,Action,No score yet,tbd,,SNK
Ace Banana,PlayStation 4,Action,38,4.5,E,TVR
Aces of the Luftwaffe,PlayStation 4,General,No score yet,4.1,E10+,HandyGames
ACT IT OUT! A Game of Charades,PlayStation 4,Miscellaneous,No score yet,tbd,E,Snap Finger Click Ltd
Action Henk,PlayStation 4,Action,73,4.6,E,RageSquid
Adam's Venture: Origins,PlayStation 4,Adventure,53,5.6,,Vertigo Games
ADR1FT,PlayStation 4,Action,56,5.6,T,Three One Zero
AdVenture Capitalist,PlayStation 4,Simulation,No score yet,tbd,E,Hyper Hippo Productions
Adventure Time: Finn and Jake Investigations,PlayStation 4,Adventure,No score yet,6.7,E10+,Vicious Cycle
Adventures of Pip,PlayStation 4,Action,74,8.5,E10+,TicToc Games
Aegis of Earth: Protonovus Assault,PlayStation 4,Strategy,57,7.8,T,Acquire
AeternoBlade,PlayStation 4,Action,No score yet,tbd,E10+,Corecell Technology
Afro Samurai 2: Revenge of Kuma Volume One,PlayStation 4,Action,21,2.8,M,Versus Evil
Agatha Christie's The ABC Murders,PlayStation 4,Adventure,67,5.9,T,Microids
AIPD - Artificial Intelligence Police Department,PlayStation 4,Action,62,tbd,E10+,Blazing Badger
Air Conflicts Double Pack,PlayStation 4,Simulation,No score yet,tbd,T,Kalypso
Air Conflicts: Pacific Carriers,PlayStation 4,Simulation,No score yet,4.9,T,Games Farm
Air Conflicts: Secret Wars,PlayStation 4,Simulation,No score yet,,,U&I Entertainment
Air Conflicts: Vietnam Ultimate Edition,PlayStation 4,Action,30,2.2,T,bitComposer Entertainment AG
AirMech Arena,PlayStation 4,Simulation,No score yet,6.2,E10+,Carbon Games
Akiba's Beat,PlayStation 4,Action Adventure,No score yet,,,Acquire
Akiba's Trip: Undead & Undressed,PlayStation 4,Action Adventure,57,7.0,M,Acquire
Albedo: Eyes from Outer Space,PlayStation 4,Action Adventure,55,tbd,T,Z4g0 and Ivan Venturi Productions
Alekhine's Gun,PlayStation 4,Action Adventure,36,3.8,M,Maximum Games
Alien Shooter,PlayStation 4,Action,No score yet,tbd,M,Sigma-Team
Alien: Isolation,PlayStation 4,Action Adventure,79,8.1,M,Creative Assembly
Alien: Isolation - Corporate Lockdown,PlayStation 4,Action Adventure,No score yet,tbd,M,Creative Assembly
Alien: Isolation - Crew Expendable,PlayStation 4,Action Adventure,No score yet,tbd,M,Creative Assembly
Alien: Isolation - Last Survivor,PlayStation 4,Action Adventure,No score yet,tbd,M,Creative Assembly
Alien: Isolation - Lost Contact,PlayStation 4,Action Adventure,No score yet,tbd,M,Creative Assembly
Alien: Isolation - Safe Haven,PlayStation 4,Action Adventure,No score yet,7.4,M,Creative Assembly
Alien: Isolation - The Trigger,PlayStation 4,Action Adventure,No score yet,tbd,M,Creative Assembly
Alien: Isolation - Trauma,PlayStation 4,Action Adventure,No score yet,tbd,M,Creative Assembly
Alienation,PlayStation 4,Sci-Fi,79,8.0,M,Housemarque
Allumette,PlayStation 4,Adventure,No score yet,tbd,,Penrose Studios
Alone With You,PlayStation 4,Adventure,72,7.4,T,Benjamin Rivers
Amazing Discoveries In Outer Space,PlayStation 4,Action,71,5.5,E,Cosmic Picnic
Amnesia Collection,PlayStation 4,Miscellaneous,No score yet,,,Frictional Games
Among the Sleep,PlayStation 4,Adventure,65,6.7,T,Krillbite Studio
Amplitude,PlayStation 4,Miscellaneous,74,7.9,E,Harmonix Music Systems
Angry Birds Star Wars,PlayStation 4,Strategy,47,2.0,E,Exient Entertainment
Anima: Gate of Memories,PlayStation 4,Role-Playing,52,7.9,T,Edge Entertainment
Anomaly 2,PlayStation 4,Strategy,74,5.5,T,11 bit studios
Another World: 20th Anniversary Edition,PlayStation 4,Action,53,6.0,T,The Digital Lounge
Ape Escape 2,PlayStation 4,Action,No score yet,tbd,E,SCE Japan Studio
Apollo 11 VR Experience,PlayStation 4,Simulation,No score yet,,,Immersive VR Education Ltd.
Apotheon,PlayStation 4,Action,76,7.3,T,Alientrap
Aqua Kitty: Milk Mine Defender DX,PlayStation 4,Action,74,5.4,E10+,Tikipod Limited
Aragami,PlayStation 4,Action Adventure,71,7.1,M,Lince Works
Arc the Lad: Twilight of the Spirits,PlayStation 4,Strategy,No score yet,8.5,T,Cattle Call
Arcade Archives: A-jax,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Bomb Jack,PlayStation 4,Action,No score yet,tbd,E,Koei Tecmo Games
Arcade Archives: Bubble Bobble,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Buta San,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: City Connection,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Contra,PlayStation 4,Action,No score yet,tbd,E10+,Konami
Arcade Archives: Cosmo Police Galivan,PlayStation 4,Action,No score yet,tbd,E10+,Hamster
The 'Arcade Archives' series has faithfully reproduced the masterpieces of classic arcade games on the PS4 system while taking advantage of the additional features the PS4 system offers.  Players can share play screens and video with the SHARE feature, and can also compete with other players online to improve your standing on the online score ranking leaderboard.,,,,,
Arcade Archives: Crazy Climber,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Crazy Climber 2,PlayStation 4,Action,No score yet,tbd,T,Hamster
Arcade Archives: Double Dragon,PlayStation 4,Action,No score yet,tbd,T,Arc System Works
Arcade Archives: Double Dragon II - The Revenge,PlayStation 4,Action,No score yet,tbd,E10+,Arc System Works
Arcade Archives: Exerion,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Formation Armed F,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Gradius,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Gradius II,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Ikki,PlayStation 4,Action,No score yet,tbd,E10+,Hamster
Arcade Archives: Karate Champ,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Kid's HoreHore Daisakusen,PlayStation 4,Action,No score yet,tbd,E10+,Hamster
Arcade Archives: KiKi KaiKai,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Life Force,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: MagMax,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Mat Mania Exciting Hour,PlayStation 4,Sports,No score yet,tbd,E10+,Hamster
Arcade Archives: Moon Cresta,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Mr. Goemon,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: MX 5000,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Ninja-Kid,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Ninja-Kid II,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Nova 2001,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Raiders 5,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Renegade,PlayStation 4,Action,No score yet,tbd,E10+,Hamster
Arcade Archives: Rygar,PlayStation 4,Action,No score yet,4.5,E10+,Koei Tecmo Games
Arcade Archives: Scramble,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: Shanghai III,PlayStation 4,Miscellaneous,No score yet,tbd,E,Hamster
Arcade Archives: Shusse Ozumo,PlayStation 4,Sports,No score yet,tbd,E,Arc System Works
Arcade Archives: Soldier Girl Amazon,PlayStation 4,Action,No score yet,tbd,E10+,Hamster
Arcade Archives: Solomon's Key,PlayStation 4,Puzzle,No score yet,tbd,E,Koei Tecmo Games
Arcade Archives: Super Dodge Ball,PlayStation 4,Sports,No score yet,tbd,E10+,Arc System Works
Arcade Archives: Terra Cresta,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Archives: The Legend of Kage,PlayStation 4,Action,No score yet,tbd,E10+,Hamster
Arcade Archives: TwinBee,PlayStation 4,Action,No score yet,tbd,E,Hamster
Arcade Game Series 3-in-1 Pack,PlayStation 4,Miscellaneous,No score yet,tbd,E10+,Bandai Namco Games
Arcade Game Series: Dig Dug,PlayStation 4,Action,No score yet,tbd,E,Bandai Namco Games
Arcade Game Series: Galaga,PlayStation 4,Action,No score yet,tbd,E,Bandai Namco Games
Back to Bed,PlayStation 4,Action,62,5.0,E10+,Bedtime Digital Games
Back to the Future: The Game,PlayStation 4,Adventure,No score yet,7.2,T,Telltale Games
Backgammon Blitz,PlayStation 4,Miscellaneous,No score yet,5.9,E,VooFoo Studios
BADLAND: Game of the Year Edition,PlayStation 4,Action,76,6.2,E,Frogmind
Bard's Gold,PlayStation 4,Action,64,tbd,E,Erdem Sen
Baseball Riot,PlayStation 4,Puzzle,No score yet,tbd,E10+,10tons Ltd
Basement Crawl,PlayStation 4,Action,27,2.6,T,Bloober Team
Bastion,PlayStation 4,Role-Playing,89,7.9,E10+,Supergiant Games
Batman: Arkham Knight,PlayStation 4,General,87,7.6,M,Rocksteady Studios
Batman: Arkham Knight - A Flip of a Coin,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham Knight - A Matter of Family,PlayStation 4,Action Adventure,61,6.5,M,Rocksteady Studios
Batman: Arkham Knight - Catwoman's Revenge,PlayStation 4,Action Adventure,No score yet,6.0,M,Rocksteady Studios
Batman: Arkham Knight - Crime Fighter Challenge Pack 1,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham Knight - Crime Fighter Challenge Pack 2,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham Knight - Crime Fighter Challenge Pack 3,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham Knight - Crime Fighter Challenge Pack 4,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham Knight - Crime Fighter Challenge Pack 5,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham Knight - GCPD Lockdown,PlayStation 4,Action Adventure,No score yet,5.8,M,Rocksteady Studios
Batman: Arkham Knight - Harley Quinn Story Pack,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham Knight - Red Hood Story Pack,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham Knight - Scarecrow Nightmare Missions,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham Knight - Season of Infamy: Most Wanted,PlayStation 4,Action Adventure,79,7.9,M,Rocksteady Studios
Batman: Arkham Knight - WayneTech Track Pack,PlayStation 4,Action Adventure,No score yet,tbd,M,Rocksteady Studios
Batman: Arkham VR,PlayStation 4,Action,75,7.6,M,Rocksteady Studios
Batman: Return to Arkham,PlayStation 4,Miscellaneous,72,8.5,T,Rocksteady Studios
Batman: The Telltale Series,PlayStation 4,Action,No score yet,7.7,M,Telltale Games
Batman: The Telltale Series - Episode 1: Realm of Shadows,PlayStation 4,Adventure,70,6.5,M,Telltale Games
Batman: The Telltale Series - Episode 2: Children of Arkham,PlayStation 4,Adventure,66,7.5,M,Telltale Games
Batman: The Telltale Series - Episode 3: New World Order,PlayStation 4,Adventure,80,8.1,M,Telltale Games
Battle Ages,PlayStation 4,Strategy,No score yet,3.0,E10+,DR Studios
Battle Islands,PlayStation 4,Action,No score yet,1.4,T,505 Games
Battle Trivia Knockout,PlayStation 4,Miscellaneous,51,tbd,E,Happy Dance Games
Battle Worlds: Kronos,PlayStation 4,Strategy,62,tbd,,KING Art
Battleborn,PlayStation 4,Sci-Fi,68,6.8,T,Gearbox Software
Battleborn - Attikus and the Thrall Rebellion,PlayStation 4,Action,No score yet,tbd,,Gearbox Software
Battlefield 1,PlayStation 4,Action,88,8.6,M,EA DICE
Battlefield 4,PlayStation 4,Action,85,6.9,M,EA DICE
Battlefield 4: China Rising,PlayStation 4,Action,No score yet,5.9,M,
Battlefield 4: Community Operations,PlayStation 4,Action,No score yet,tbd,M,EA DICE
Battlefield 4: Dragon's Teeth,PlayStation 4,Action,No score yet,5.9,M,EA DICE
Battlefield 4: Final Stand,PlayStation 4,Action,No score yet,6.9,M,EA DICE
Battlefield 4: Legacy Operations,PlayStation 4,Action,No score yet,tbd,M,EA DICE
Battlefield 4: Naval Strike,PlayStation 4,Action,No score yet,6.4,M,EA DICE
Battlefield 4: Night Operations,PlayStation 4,Action,No score yet,tbd,M,EA DICE
Battlefield 4: Premium Edition,PlayStation 4,Action,No score yet,6.7,M,EA DICE
Battlefield 4: Second Assault,PlayStation 4,Action,No score yet,6.6,M,Dice
Battlefield Hardline,PlayStation 4,Modern,73,5.0,M,Visceral Games
Battlefield Hardline: Criminal Activity,PlayStation 4,Action,No score yet,tbd,M,Visceral Games
Battlefield Hardline: Getaway,PlayStation 4,Action,No score yet,tbd,M,Visceral Games
Battlefield Hardline: Robbery,PlayStation 4,Action,No score yet,tbd,M,Visceral Games
Battleship,PlayStation 4,Miscellaneous,No score yet,tbd,E10+,Frima Studio
Battlezone,PlayStation 4,Action,63,6.9,T,Rebellion
Beach Buggy Racing,PlayStation 4,Action,No score yet,6.8,E,Vector Unit
Bears Can't Drift!?,PlayStation 4,Racing,53,tbd,E10+,Strangely Named Studio
Bedlam,PlayStation 4,Action,53,6.2,M,Standfast Interactive
Berserk and the Band of the Hawk,PlayStation 4,Action,No score yet,,,Omega Force
Best of Arcade Games,PlayStation 4,Action,No score yet,tbd,,EKO Software
Beyond Eyes,PlayStation 4,Action Adventure,52,3.6,E,tiger & squid
Beyond: Two Souls,PlayStation 4,Adventure,72,7.8,M,Quantic Dream
Big Buck Hunter Arcade,PlayStation 4,Sports,No score yet,tbd,T,Maximum Games
Big City Stories,PlayStation 4,Strategy,No score yet,6.3,T,Hellfire Games
Binaries,PlayStation 4,Action,71,tbd,E,Ant Workshop Ltd
BioShock: The Collection,PlayStation 4,Action,84,8.6,M,2K Games
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,PlayStation 4,Action,No score yet,tbd,T,Gaijin Games
Blacklight: Retribution,PlayStation 4,Action,58,6.2,T,Zombie Studios
Blade Ballet,PlayStation 4,Action,No score yet,tbd,E10+,DreamSail Games
Bladestorm: Nightmare,PlayStation 4,Action,58,6.5,T,Omega Force
Blast 'Em Bunnies,PlayStation 4,Action,No score yet,tbd,E10+,Nnooo
BlazBlue: Central Fiction,PlayStation 4,Action,No score yet,,T,Arc System Works
BlazBlue: Chrono Phantasma Extend,PlayStation 4,Action,80,7.6,T,Arc System Works
BlazeRush,PlayStation 4,Racing,No score yet,7.4,E10+,Targem Games
Blood Bowl 2,PlayStation 4,Sports,72,7.5,T,Cyanide
Bloodborne,PlayStation 4,Fantasy,92,8.6,M,From Software
Bloodborne: Complete Edition,PlayStation 4,Role-Playing,No score yet,9.4,M,From Software
Bloodborne: The Old Hunters,PlayStation 4,Role-Playing,87,9.0,M,From Software
Blue Estate,PlayStation 4,Action,49,5.8,M,HeSaw
Blue Rider,PlayStation 4,Action,No score yet,tbd,E10+,Ravegan
Blues and Bullets - Episode 1: The End of Peace,PlayStation 4,Action Adventure,86,5.1,,A Crowd of Monsters
Blues and Bullets - Episode 2: Shaking The Hive,PlayStation 4,Action Adventure,No score yet,4.8,,A Crowd of Monsters
Boggle,PlayStation 4,Miscellaneous,No score yet,7.2,E,Frima Studio
Bombing Busters,PlayStation 4,Puzzle,No score yet,tbd,E10+,Sanuk Games
Borderlands: The Handsome Collection,PlayStation 4,Miscellaneous,82,7.8,M,Gearbox Software
Bounce Rescue!,PlayStation 4,Action,56,tbd,E10+,Bitecore
Bound,PlayStation 4,Action,72,7.4,E10+,SCE Santa Monica
Bound by Flame,PlayStation 4,Role-Playing,53,6.0,M,Spiders
BRAWL,PlayStation 4,Action,62,6.3,M,Bloober Team
Breach & Clear: Deadline,PlayStation 4,Strategy,No score yet,tbd,M,Mighty Rabbit Studios
Brick Breaker,PlayStation 4,Puzzle,No score yet,tbd,E,Sanuk Games
BROFORCE,PlayStation 4,Action,68,6.3,M,Free Lives
Broken Age,PlayStation 4,Third-Person,81,7.4,E10+,Double Fine Productions
Broken Bots,PlayStation 4,Action,No score yet,tbd,E10+,Bunnycopter
Broken Sword 5: The Serpent's Curse,PlayStation 4,Adventure,72,7.2,T,Revolution Software
Brothers: A Tale of Two Sons,PlayStation 4,Action Adventure,81,8.6,T,Starbreeze
Brunswick Pro Bowling,PlayStation 4,Sports,No score yet,tbd,E,Farsight Technologies
Brut@l,PlayStation 4,Action Adventure,68,6.1,T,Stormcloud Games Limited
Buff Knight Advanced,PlayStation 4,Role-Playing,No score yet,tbd,E,Buff Studio Co.
Bully,PlayStation 4,Action Adventure,No score yet,8.0,T,Rockstar Vancouver
Cabela's African Adventures,PlayStation 4,Sports,No score yet,4.6,T,FUN Labs
Caladrius Blaze,PlayStation 4,Action,No score yet,tbd,T,Moss
Call of Duty: Advanced Warfare,PlayStation 4,Action,83,5.7,M,Sledgehammer Games
Call of Duty: Advanced Warfare - Ascendance,PlayStation 4,Action,No score yet,6.2,M,Sledgehammer Games
Call of Duty: Advanced Warfare - Havoc,PlayStation 4,Action,No score yet,6.1,M,Sledgehammer Games
Call of Duty: Black Ops III,PlayStation 4,Action,81,4.6,M,Treyarch
Call of Duty: Black Ops III - Awakening,PlayStation 4,Action,74,5.3,,Treyarch
Call of Duty: Black Ops III - Descent,PlayStation 4,Action,68,tbd,M,Treyarch
Call of Duty: Black Ops III - Eclipse,PlayStation 4,Action,74,4.0,,Treyarch
Call of Duty: Black Ops III - Gold Edition,PlayStation 4,Action,No score yet,tbd,M,Treyarch
Call of Duty: Black Ops III - Salvation,PlayStation 4,Action,74,tbd,,Treyarch
Call of Duty: Black Ops III - The Giant,PlayStation 4,Action,No score yet,tbd,,Treyarch
Call of Duty: Ghosts,PlayStation 4,Action,78,3.6,M,Infinity Ward
Call of Duty: Ghosts - Devastation,PlayStation 4,Action,No score yet,5.1,M,Infinity Ward
Call of Duty: Ghosts - Gold Edition,PlayStation 4,Action,No score yet,3.9,M,Infinity Ward
Call of Duty: Ghosts - Invasion,PlayStation 4,Action,No score yet,4.6,M,Infinity Ward
Call of Duty: Infinite Warfare,PlayStation 4,Action,No score yet,,M,Infinity Ward
Call of Duty: Infinite Warfare - Legacy Pro Edition,PlayStation 4,Action,No score yet,,M,Infinity Ward
Calvino Noir,PlayStation 4,Action Adventure,44,6.5,T,Calvino Noir Ltd.
Candlelight,PlayStation 4,Action,69,tbd,E,Pixel Maverick Games
Cannon Brawl,PlayStation 4,Strategy,No score yet,tbd,E,Turtle Sandbox LLC
Capsule Force,PlayStation 4,Action,No score yet,5.8,T,klobit
Carmageddon: Max Damage,PlayStation 4,Racing,51,5.5,M,Stainless Games
Carnival Games VR,PlayStation 4,Action,No score yet,tbd,,Cat Daddy Games
Cartoon Network: Battle Crashers,PlayStation 4,Action,No score yet,,E10+,Magic Pockets
Casey Powell Lacrosse 16,PlayStation 4,Sports,69,8.0,E,Crosse Studios
Cast of the Seven Godsends: Redux,PlayStation 4,Action,No score yet,tbd,T,Raven Travel Studios
Castle Invasion: Throne Out,PlayStation 4,Strategy,No score yet,tbd,E,Cat Trap Studios
Castles,PlayStation 4,Puzzle,No score yet,tbd,E,Whootgames
CastleStorm: Definitive Edition,PlayStation 4,Strategy,74,6.1,T,Zen Studios
Catlateral Damage,PlayStation 4,Action,57,4.8,E,Manekoware
Cel Damage HD,PlayStation 4,Simulation,58,6.1,T,Finish Line Games
Chambara,PlayStation 4,Action,71,tbd,E10+,team ok
Chariot,PlayStation 4,Action,76,7.1,E,Frima Studio
Child of Light,PlayStation 4,Action,82,8.0,E10+,Ubisoft Montreal
Chivalry: Medieval Warfare,PlayStation 4,Action,58,5.4,M,Torn Banner Studios
Chronicles of Teddy: Harmony of Exidus,PlayStation 4,Role-Playing,79,8.3,E,Aksys Games
Citizens of Earth,PlayStation 4,Role-Playing,70,7.1,E10+,Eden Industries
Claire: Extended Cut,PlayStation 4,Adventure,No score yet,tbd,M,Hailstorm Games Inc
ClusterTruck,PlayStation 4,Action,No score yet,tbd,E,tinyBuild
Coffin Dodgers,PlayStation 4,Racing,36,4.1,T,Milky Tea Studios
Color Guardians,PlayStation 4,Action,62,6.2,E,Fair Play Labs
Color Zen,PlayStation 4,Puzzle,No score yet,tbd,E,Large Animal Games
Commander Cherry's Puzzled Journey,PlayStation 4,Puzzle,53,tbd,E,Grande Games
Contrast,PlayStation 4,Action,59,6.4,T,Compulsion Games
Corridor Z,PlayStation 4,Action,No score yet,tbd,T,Mass Creation
Cosmophony,PlayStation 4,Action,No score yet,tbd,E,Bento
Costume Quest 2,PlayStation 4,Role-Playing,74,6.9,E10+,Double Fine Productions
CounterSpy,PlayStation 4,Action,67,6.7,T,Dynamighty
Crazy Strike Bowling EX,PlayStation 4,Sports,48,tbd,E10+,Corecell Technology
Crimsonland,PlayStation 4,Action,64,6.0,T,10tons Entertainment
Croixleur Sigma,PlayStation 4,Action,71,6.3,E10+,souvenir circ.
Crypt of the NecroDancer,PlayStation 4,Role-Playing,85,6.6,T,Brace Yourself Games
Cubikolor,PlayStation 4,Puzzle,No score yet,tbd,,Moving Player
Curses 'N Chaos,PlayStation 4,Action,70,8.4,E10+,Tribute Games
D/Generation HD,PlayStation 4,Puzzle,No score yet,tbd,E10+,West Coast Software
Danganronpa 1-2 Reload,PlayStation 4,Miscellaneous,No score yet,,,Spike Chunsoft
Dangerous Golf,PlayStation 4,Sports,56,5.1,E,Three Fields Entertainment
Dariusburst: Chronicle Saviours,PlayStation 4,Action,80,8.0,E,Pyramid
Dark Cloud,PlayStation 4,Role-Playing,No score yet,7.7,T,Level 5
Dark Cloud 2,PlayStation 4,Role-Playing,No score yet,8.2,T,Level 5
Dark Souls II: Scholar of the First Sin,PlayStation 4,Role-Playing,87,7.9,T,From Software
Dark Souls III,PlayStation 4,Role-Playing,89,8.7,M,From Software
Dark Souls III: Ashes of Ariandel,PlayStation 4,Role-Playing,74,6.9,M,From Software
Darkest Dungeon,PlayStation 4,Role-Playing,84,8.1,T,Red Hook Studios
Darksiders II: Deathinitive Edition,PlayStation 4,Action Adventure,72,7.1,M,Gunfire Games
Darksiders: Warmastered Edition,PlayStation 4,Action Adventure,No score yet,,M,Nordic Games Publishing
Day of the Tentacle Remastered,PlayStation 4,Adventure,84,7.2,T,Double Fine Productions
Daydreamer: Awakened Edition,PlayStation 4,Action,68,tbd,T,Roland Studios
Daylight,PlayStation 4,Action Adventure,48,4.7,M,Zombie Studios
DC Universe Online,PlayStation 4,Role-Playing,75,6.5,T,WBIE
DC Universe Online: War of the Light Part I,PlayStation 4,Role-Playing,No score yet,5.9,T,WBIE
Dead Island: Definitive Collection,PlayStation 4,Miscellaneous,63,6.4,M,Techland
Dead Island: Retro Revenge,PlayStation 4,Action,65,6.5,M,Techland
Dead Island: Riptide - Definitive Edition,PlayStation 4,Action,No score yet,6.2,M,Techland
Dead Nation: Apocalypse Edition,PlayStation 4,Action,74,7.0,M,Housemarque
Dead or Alive 5: Last Round,PlayStation 4,Action,74,7.1,M,Team Ninja
Dead or Alive Xtreme 3: Fortune,PlayStation 4,Sports,43,7.7,,Team Ninja
Dead Rising,PlayStation 4,Action Adventure,84,7.1,M,Capcom
Dead Rising 2,PlayStation 4,Action Adventure,82,7.2,M,Blue Castle Games
Dead Rising 2: Off the Record,PlayStation 4,Action Adventure,No score yet,tbd,M,Capcom Vancouver
Dead Rising Triple Pack,PlayStation 4,Action Adventure,71,tbd,,Capcom
Dead Star,PlayStation 4,Action,70,6.1,E,Armature Studio
Dead Synchronicity: Tomorrow Comes Today,PlayStation 4,Adventure,76,tbd,M,Fictiorama Studios
Deadlight: Director's Cut,PlayStation 4,Action,70,7.1,M,Tequila Works
Deadpool,PlayStation 4,Action,60,5.7,M,High Moon Studios
Dear Esther: Landmark Edition,PlayStation 4,Adventure,68,6.9,T,The Chinese Room
Deception IV: The Nightmare Princess,PlayStation 4,Strategy,69,7.0,M,Koei Tecmo Games
Deponia,PlayStation 4,Adventure,No score yet,,,Daedalic Entertainment
Destiny,PlayStation 4,Action,76,6.1,T,Bungie Software
Destiny: House of Wolves,PlayStation 4,Action,72,4.1,T,Bungie
Destiny: Rise of Iron,PlayStation 4,Action,71,4.7,,Bungie
Destiny: The Collection,PlayStation 4,Action,No score yet,7.6,T,Bungie
Destiny: The Dark Below,PlayStation 4,Sci-Fi,63,3.0,T,Bungie
Destiny: The Taken King,PlayStation 4,Action,86,6.0,T,Bungie
Destiny: The Taken King - Legendary Edition,PlayStation 4,Action,No score yet,4.3,T,Bungie
Deus Ex: Mankind Divided,PlayStation 4,Action Adventure,84,7.7,M,Eidos Montreal
Deus Ex: Mankind Divided - System Rift,PlayStation 4,Action Adventure,75,tbd,,Eidos Montreal
Devil May Cry 4: Special Edition,PlayStation 4,Fantasy,75,8.1,M,Capcom
Dex (Enhanced Version),PlayStation 4,Role-Playing,67,7.5,M,Dreadlocks Ltd
DG2: Defense Grid 2,PlayStation 4,Strategy,77,7.1,E10+,Hidden Path Entertainment
Diablo III: Ultimate Evil Edition,PlayStation 4,Role-Playing,90,8.0,M,Blizzard Entertainment
Digimon Story Cyber Sleuth,PlayStation 4,Role-Playing,75,8.5,T,Media Vision
Dino Dini's Kick Off Revival,PlayStation 4,Sports,31,5.5,,The Digital Lounge
DiRT Rally,PlayStation 4,Racing,85,8.1,E,Codemasters
Disgaea 5: Alliance of Vengeance,PlayStation 4,Fantasy,80,8.0,T,Nippon Ichi Software
Dishonored 2,PlayStation 4,Action Adventure,No score yet,,M,Arkane Studios
Dishonored: Definitive Edition,PlayStation 4,Action Adventure,80,7.0,M,Arkane Studios
Disney Infinity 2.0 Edition,PlayStation 4,Action Adventure,71,5.8,E10+,Avalanche Software
Disney Infinity 3.0 Edition,PlayStation 4,Action Adventure,80,6.0,E10+,Avalanche Software
Disney Infinity: Marvel Super Heroes - Guardians of the Galaxy Playset,PlayStation 4,Action Adventure,No score yet,tbd,,Avalanche Software
